2025-12-13 16:44:46 | INFO     | __main__ | Real Estate ETL Pipeline - Main Entry Point
2025-12-14 15:10:41 | ERROR    | __main__ | Error: missing data for column "loaded_at"
CONTEXT:  COPY properties_data_history, line 2: "7109503,20251214,2599000,,5,7,6903,0.29,12632.4,SINGLE_FAMILY,FOR_SALE,,,2200 Glenbrook Way,Las Vega..."

2025-12-14 15:11:42 | INFO     | __main__ | RUNNING IN LOCAL ENVIRONMENT
2025-12-14 15:11:42 | INFO     | __main__ | 
Configuration:
2025-12-14 15:11:42 | INFO     | __main__ |   Host: localhost
2025-12-14 15:11:42 | INFO     | __main__ |   Database: zillow_api
2025-12-14 15:11:42 | INFO     | __main__ |   User: postgres
2025-12-14 15:11:42 | INFO     | __main__ |   Port: 5432
2025-12-14 15:11:42 | INFO     | __main__ |   Schema: real_estate_data
2025-12-14 15:11:42 | INFO     | __main__ |   Table: properties_data_history
2025-12-14 15:11:42 | INFO     | __main__ |   View: properties_data_current
2025-12-14 15:11:42 | INFO     | __main__ |   Input file: /Users/hado/Desktop/Career/Coding/Data Engineer/Project/real_estate_project/data/transformed/transformed_latest.csv
2025-12-14 15:11:42 | INFO     | __main__ | Connecting to PostgreSQL (local): localhost:5432/zillow_api as postgres
2025-12-14 15:11:42 | INFO     | __main__ | Database connection successful!

2025-12-14 15:11:42 | INFO     | __main__ | STARTING DATA LOAD TO POSTGRESQL
2025-12-14 15:11:42 | INFO     | __main__ | Loading file: /Users/hado/Desktop/Career/Coding/Data Engineer/Project/real_estate_project/data/transformed/transformed_latest.csv
2025-12-14 15:11:42 | INFO     | __main__ | Connecting to PostgreSQL (local): localhost:5432/zillow_api as postgres
2025-12-14 15:11:42 | INFO     | __main__ | Creating schema if not exists: real_estate_data
2025-12-14 15:11:42 | INFO     | __main__ | Creating table if not exists: real_estate_data.properties_data_history
2025-12-14 15:11:42 | INFO     | __main__ |   Creating view: real_estate_data.properties_data_current
2025-12-14 15:11:42 | INFO     | __main__ | Schema and objects verified/created
2025-12-14 15:11:42 | INFO     | __main__ | Loaded 82 records from CSV
2025-12-14 15:11:42 | INFO     | __main__ | Columns: 27
2025-12-14 15:11:42 | INFO     | __main__ | Created temporary file: /tmp/property_history_load.csv
2025-12-14 15:11:42 | ERROR    | __main__ | Database error: invalid input syntax for type bigint: "-129410.0"
CONTEXT:  COPY properties_data_history, line 10, column pricechange: "-129410.0"
Traceback (most recent call last):
  File "/Users/hado/Desktop/Career/Coding/Data Engineer/Project/real_estate_project/etl/load.py", line 178, in load_csv
    cur.copy_expert(
    ~~~~~~~~~~~~~~~^
        sql.SQL("COPY {}.{} FROM STDIN WITH CSV HEADER").format(
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<2 lines>...
        f,
        ^^
    )
    ^
psycopg2.errors.InvalidTextRepresentation: invalid input syntax for type bigint: "-129410.0"
CONTEXT:  COPY properties_data_history, line 10, column pricechange: "-129410.0"

2025-12-14 15:11:42 | INFO     | __main__ | Database connection closed
2025-12-14 15:11:42 | ERROR    | __main__ | DATA LOAD FAILED
2025-12-14 15:11:42 | ERROR    | __main__ | Error: invalid input syntax for type bigint: "-129410.0"
CONTEXT:  COPY properties_data_history, line 10, column pricechange: "-129410.0"

2025-12-14 15:13:24 | INFO     | __main__ | RUNNING IN LOCAL ENVIRONMENT
2025-12-14 15:13:24 | INFO     | __main__ | 
Configuration:
2025-12-14 15:13:24 | INFO     | __main__ |   Host: localhost
2025-12-14 15:13:24 | INFO     | __main__ |   Database: zillow_api
2025-12-14 15:13:24 | INFO     | __main__ |   User: postgres
2025-12-14 15:13:24 | INFO     | __main__ |   Port: 5432
2025-12-14 15:13:24 | INFO     | __main__ |   Schema: real_estate_data
2025-12-14 15:13:24 | INFO     | __main__ |   Table: properties_data_history
2025-12-14 15:13:24 | INFO     | __main__ |   View: properties_data_current
2025-12-14 15:13:24 | INFO     | __main__ |   Input file: /Users/hado/Desktop/Career/Coding/Data Engineer/Project/real_estate_project/data/transformed/transformed_latest.csv
2025-12-14 15:13:24 | INFO     | __main__ | Connecting to PostgreSQL (local): localhost:5432/zillow_api as postgres
2025-12-14 15:13:24 | INFO     | __main__ | Database connection successful!

2025-12-14 15:13:24 | INFO     | __main__ | STARTING DATA LOAD TO POSTGRESQL
2025-12-14 15:13:24 | INFO     | __main__ | Loading file: /Users/hado/Desktop/Career/Coding/Data Engineer/Project/real_estate_project/data/transformed/transformed_latest.csv
2025-12-14 15:13:24 | INFO     | __main__ | Connecting to PostgreSQL (local): localhost:5432/zillow_api as postgres
2025-12-14 15:13:24 | INFO     | __main__ | Creating schema if not exists: real_estate_data
2025-12-14 15:13:24 | INFO     | __main__ | Creating table if not exists: real_estate_data.properties_data_history
2025-12-14 15:13:24 | INFO     | __main__ |   Creating view: real_estate_data.properties_data_current
2025-12-14 15:13:24 | INFO     | __main__ | Schema and objects verified/created
2025-12-14 15:13:24 | INFO     | __main__ | Loaded 82 records from CSV
2025-12-14 15:13:24 | INFO     | __main__ | Columns: 27
2025-12-14 15:13:24 | INFO     | __main__ | Created temporary file: /tmp/property_history_load.csv
2025-12-14 15:13:24 | INFO     | __main__ | COPY completed successfully
2025-12-14 15:13:24 | INFO     | __main__ | Total rows in history table: 82
2025-12-14 15:13:24 | INFO     | __main__ | Database connection closed
2025-12-14 15:13:24 | INFO     | __main__ | DATA LOAD COMPLETED SUCCESSFULLY
2025-12-14 15:13:24 | INFO     | __main__ | Duration: 0:00:00.094047
2025-12-14 15:13:24 | INFO     | __main__ | Schema: real_estate_data
2025-12-14 15:13:24 | INFO     | __main__ | History table: properties_data_history
2025-12-14 15:13:24 | INFO     | __main__ | Current view: properties_data_current
2025-12-14 15:13:24 | INFO     | __main__ | 
Query the data with:
